user_id,invocation_count,compute_seconds,chute_count,inv_share,compute_share
4cec6eb9-a6a9-55d4-9cde-b0366c7f23d7,106,4.77,2,3.1736526946107784e-06,2.3263623062329824e-08
e53d8c93-6f30-5674-a437-b972b0db225a,104,4.62,3,3.1137724550898205e-06,2.255866478771377e-08
548a9353-89ca-545b-b922-dfc10cad5bab,99,4.4,2,2.964071856287425e-06,2.1474113595996764e-08
a44b95c4-39f5-59b7-97dc-0faa051c9aaa,98,26.13,3,2.9341317365269463e-06,1.2754322014592032e-07
8673a1ad-2f32-5d3f-b8a9-fbf0231d0d55,95,5.28,1,2.844311377245509e-06,2.5758090803278938e-08
8e6b2c9d-1e8c-5358-91a6-b4334f2237c7,95,4.22,4,2.844311377245509e-06,2.060647264262316e-08
c056b5ec-459d-56fc-9865-bd5ce64f2caa,94,4.18,3,2.81437125748503e-06,2.0389562404279755e-08
dc95beb9-429f-5f01-92a5-ec4f66975da2,86,4.78,1,2.5748502994011975e-06,2.3317850621915673e-08
7aaed5a3-33f8-52a9-8c6a-d47d70a8ed89,80,3.56,4,2.3952095808383233e-06,1.735281906747214e-08
b87d7899-8a6f-59ae-b16e-96c50a9baccd,73,3.24,1,2.18562874251497e-06,1.583444739906833e-08
a8aaebb8-b01b-5f0e-b321-e61c184b69c0,69,3.07,2,2.065868263473054e-06,1.4966806445694726e-08
1c95ceea-4f5a-5457-8d1b-bbd17b099bcb,65,2.89,3,1.946107784431138e-06,1.409916549232112e-08
71cac9c1-6763-5569-828d-cc7efebe547d,63,3.01,2,1.8862275449101797e-06,1.4695668647765473e-08
67abe913-6f62-58ca-ac18-3938aa097eaf,61,3.39,3,1.8263473053892215e-06,1.6539405673684382e-08
6d02e474-c6b0-5a8b-85da-354ab322f716,60,2.67,2,1.7964071856287426e-06,1.3014614300604114e-08
5c10e59f-ae7c-519f-bc0c-a7f2ca25474f,53,2.36,1,1.5868263473053892e-06,1.1496242632200305e-08
1e53f011-f655-52ab-bd47-9e14135fdc70,49,13.07,2,1.4670658682634732e-06,6.377161007296027e-08
d87f5917-981e-5715-967f-20dc96fe72e4,47,13.57,1,1.407185628742515e-06,6.621185025434219e-08
e97177fb-be6d-5e8a-bf12-107a259df214,43,1.91,8,1.2874251497005988e-06,9.32714024876629e-09
c0657ff2-372d-595a-8516-978cf58a6aeb,40,1.78,2,1.1976047904191617e-06,8.676409533736084e-09
fb6f2fb3-23e9-59ec-af0b-96af4825f364,29,1.29,1,8.682634730538922e-07,6.290396911958658e-09
b517deb6-05ef-5964-9efb-d3c28659a342,23,1.28,1,6.886227544910179e-07,6.2361693523728095e-09
34e0521f-7efb-5c76-a9cc-461892cf77fe,21,0.93,1,6.287425149700599e-07,4.55511500521144e-09
285020b9-c610-548e-bd11-5d25b1ec656f,20,2.38,3,5.988023952095808e-07,1.1604697751372002e-08
55866453-9cd6-53a1-8461-5c2779cc5606,17,0.76,3,5.089820359281437e-07,3.687474051837833e-09
5fcc0a48-ca4c-55d5-ab3b-7cb07fcb25ca,15,4.0,1,4.4910179640718565e-07,1.952192145090618e-08
4e57f45a-9e78-519e-8e8f-efb7dd47df89,14,0.62,1,4.191616766467066e-07,3.036743336807628e-09
55292485-10e1-5c33-be4b-fba5cea88950,7,1.87,1,2.095808383233533e-07,9.110230010422883e-09
8d79c5d4-2cde-5ba1-97c5-b7d926f4b0a0,6,2.63,1,1.7964071856287425e-07,1.2851931621846569e-08
61598111-1f8c-57fa-9cba-e77c7b3f6ea9,6,0.27,1,1.7964071856287425e-07,1.301461430060412e-09
e422c407-3326-5d7d-88a5-b28e09de0990,3,1.6,1,8.982035928143712e-08,7.808768580362474e-09
9987eee7-d999-5f63-8891-2a949be4e0c7,3,0.8,1,8.982035928143712e-08,3.904384290181237e-09
9597afa8-1a93-5c5c-9bb0-6292ad14c61a,2,0.11,1,5.988023952095808e-08,5.42275595858505e-10
06c7f4fa-322a-50d8-b875-fd791c9221d5,1,0.04,1,2.994011976047904e-08,2.1691023834340204e-10
340a6c39-72e3-578d-ab0f-7efa879c4136,1,0.06,1,2.994011976047904e-08,2.711377979292525e-10
